,Column1,id,date,tweet,language,hashtags,cashtags,retweet,nlikes,nreplies,nretweets,"search ",tokens,trend
2421,2500,1.39e+18,2021-05-05,og tech hall-of-fame = faang:  @facebook $fb @apple $aapl @amazon $amzn @netflix $nflx @google $goog  probably need to add @microsoft $msft to the list  new tech hall-of-fame:  @coinbase $coin @snowflakedb $snow @airbnb $abnb @uber $uber @zoom $zm  #trillions :-),en,['trillions'],"['fb', 'aapl', 'amzn', 'nflx', 'goog', 'msft', 'coin', 'snow', 'abnb', 'uber', 'zm']",False,1.0,1.0,0.0,"$NFLX","['og', 'tech', 'hall-of-fame', 'faang:', '@facebook', '$fb', '@apple', '$aapl', '@amazon', '$amzn', '@netflix', '$nflx', '@google', '$goog', 'probably', 'need', 'add', '@microsoft', '$msft', 'list', 'new', 'tech', 'hall-of-fame:', '@coinbase', '$coin', '@snowflakedb', '$snow', '@airbnb', '$abnb', '@uber', '$uber', '@zoom', '$zm', '#trillions', ':-)']",uncertainty
2424,2503,1.39e+18,2021-05-05,"@rosemontseneca $disca will eventually get bought out, but it will be at higher valuation of course. probably $nflx needs $disca more than $amzn at this moment.",en,[],"['disca', 'nflx', 'disca', 'amzn']",False,0.0,1.0,1.0,"$NFLX","['@rosemontseneca', '$disca', 'eventually', 'get', 'bought', 'out,', 'higher', 'valuation', 'course.', 'probably', '$nflx', 'need', '$disca', '$amzn', 'moment.']",uncertainty
2432,2511,1.39e+18,2021-05-05,@counternotions @derloos no. every employee at netflix gets an equivalent of 5% of their monthly gross salary in $nflx shares (not rsus). some employees who could afford it have under the program asked to get a significant chunk of their salary value be given out in shares instead of cash,en,[],['nflx'],False,0.0,0.0,1.0,"$NFLX","['@counternotions', '@derloos', 'no.', 'every', 'employee', 'netflix', 'get', 'equivalent', '5%', 'monthly', 'gross', 'salary', '$nflx', 'share', '(not', 'rsus).', 'employee', 'could', 'afford', 'program', 'asked', 'get', 'significant', 'chunk', 'salary', 'value', 'given', 'share', 'instead', 'cash']",uncertainty
2433,2512,1.39e+18,2021-05-05,@derloos @counternotions well if he was smart kickbacks were his salary as he had his salary allocated in $nflx shares instead,en,[],['nflx'],False,0.0,1.0,0.0,"$NFLX","['@derloos', '@counternotions', 'well', 'smart', 'kickback', 'salary', 'salary', 'allocated', '$nflx', 'share', 'instead']",negative
2441,2520,1.39e+18,2021-05-05,"""going long on a bearish day"" video trade review on $nflx  i missed playing to the short side near the open. i didn't want to chase. here is how i was still able to find a play today.  video link:  https://t.co/exrpxtjng4  #stocks #nflx #netflix #spy #qqq $spy $qqq",en,"['stocks', 'nflx', 'netflix', 'spy', 'qqq']","['nflx', 'spy', 'qqq']",False,0.0,0.0,0.0,"$NFLX","['""going', 'long', 'bearish', 'day""', 'video', 'trade', 'review', '$nflx', 'missed', 'playing', 'short', 'side', 'near', 'open.', 'want', 'chase.', 'still', 'able', 'find', 'play', 'today.', 'video', 'link:', 'https://t.co/exrpxtjng4', '#stocks', '#nflx', '#netflix', '#spy', '#qqq', '$spy', '$qqq']",positive
2445,2524,1.39e+18,2021-05-05,"stocks on sale: buy low, sell high! 5-5-2021  https://t.co/tfmdptlvev $spy $qqq $djia $dia #stockmarket #investing #finance #stocks $aapl $tsla $amzn $intc $nflx $amd $nio $gme",en,"['stockmarket', 'investing', 'finance', 'stocks']","['spy', 'qqq', 'djia', 'dia', 'aapl', 'tsla', 'amzn', 'intc', 'nflx', 'amd', 'nio', 'gme']",False,0.0,0.0,0.0,"$NFLX","['stock', 'sale:', 'buy', 'low,', 'sell', 'high!', '5-5-2021', 'https://t.co/tfmdptlvev', '$spy', '$qqq', '$djia', '$dia', '#stockmarket', '#investing', '#finance', '#stocks', '$aapl', '$tsla', '$amzn', '$intc', '$nflx', '$amd', '$nio', '$gme']",positive
2446,2525,1.39e+18,2021-05-05,"🚨free trading seminar🚨  join me at 9:30pm est for a complete breakdown of the opening range breakout strategy  hope to see you there, education is a human right!  #es_f $spx $spy #nq_f $ndx $aapl $amzn $fb $snap $nflx $msft $twtr $qqq $tsla $ba  https://t.co/qcdwfaoblm",en,"['es_f', 'nq_f']","['spx', 'spy', 'ndx', 'aapl', 'amzn', 'fb', 'snap', 'nflx', 'msft', 'twtr', 'qqq', 'tsla', 'ba']",False,6.0,0.0,2.0,"$NFLX","['🚨free', 'trading', 'seminar🚨', 'join', '9:30pm', 'est', 'complete', 'breakdown', 'opening', 'range', 'breakout', 'strategy', 'hope', 'see', 'there,', 'education', 'human', 'right!', '#es_f', '$spx', '$spy', '#nq_f', '$ndx', '$aapl', '$amzn', '$fb', '$snap', '$nflx', '$msft', '$twtr', '$qqq', '$tsla', '$ba', 'https://t.co/qcdwfaoblm']",negative
2461,2540,1.39e+18,2021-05-04,$coin 7.50 -&gt; 9.10 $crwd 7.40 -&gt; 8.60 $aapl closed @ b/e  swinging $qqq / $msft 🤢  come tackle the market with me and my team! 💪  link to join is in my bio! free-3-day-trial! 🆓  $aapl $msft $amzn $fb $nflx $nvda $tsla $googl $qqq $spy $dia $amd $zm $bynd $ba $baba $gme $amc $w,en,[],"['coin', 'crwd', 'aapl', 'qqq', 'msft', 'aapl', 'msft', 'amzn', 'fb', 'nflx', 'nvda', 'tsla', 'googl', 'qqq', 'spy', 'dia', 'amd', 'zm', 'bynd', 'ba', 'baba', 'gme', 'amc', 'w']",False,0.0,0.0,1.0,"$NFLX","['$coin', '7.50', '-&gt;', '9.10', '$crwd', '7.40', '-&gt;', '8.60', '$aapl', 'closed', 'b/e', 'swinging', '$qqq', '$msft', '🤢', 'come', 'tackle', 'market', 'team!', '💪', 'link', 'join', 'bio!', 'free-3-day-trial!', '🆓', '$aapl', '$msft', '$amzn', '$fb', '$nflx', '$nvda', '$tsla', '$googl', '$qqq', '$spy', '$dia', '$amd', '$zm', '$bynd', '$ba', '$baba', '$gme', '$amc', '$w']",negative
2464,2543,1.39e+18,2021-05-04,$qqq $coin $crwd $aapl &amp; $msft were the plays today!  lots of weakness out there today which drove me to the put side.  closed a few of these. swinging $msft &amp; $qqq  check quote tweet for results!  $aapl $msft $amzn $fb $nflx $nvda $tsla $googl  $spy $dia $gme $zm $bynd $ba $baba  https://t.co/7vsip0uljo,en,[],"['qqq', 'coin', 'crwd', 'aapl', 'msft', 'msft', 'qqq', 'aapl', 'msft', 'amzn', 'fb', 'nflx', 'nvda', 'tsla', 'googl', 'spy', 'dia', 'gme', 'zm', 'bynd', 'ba', 'baba']",False,3.0,0.0,0.0,"$NFLX","['$qqq', '$coin', '$crwd', '$aapl', '&amp;', '$msft', 'play', 'today!', 'lot', 'weakness', 'today', 'drove', 'put', 'side.', 'closed', 'these.', 'swinging', '$msft', '&amp;', '$qqq', 'check', 'quote', 'tweet', 'results!', '$aapl', '$msft', '$amzn', '$fb', '$nflx', '$nvda', '$tsla', '$googl', '$spy', '$dia', '$gme', '$zm', '$bynd', '$ba', '$baba', 'https://t.co/7vsip0uljo']",negative
2469,2548,1.39e+18,2021-05-04,@rolls16t market offered many nice opportunities on both sides ! had a wonderful trade on $googl bear call spread.  tried to scalp $spy some good and some bad ! green day but could have been better.  $nflx calls i cutted ate some green,en,[],"['googl', 'spy', 'nflx']",False,1.0,0.0,0.0,"$NFLX","['@rolls16t', 'market', 'offered', 'many', 'nice', 'opportunity', 'side', 'wonderful', 'trade', '$googl', 'bear', 'call', 'spread.', 'tried', 'scalp', '$spy', 'good', 'bad', 'green', 'day', 'could', 'better.', '$nflx', 'call', 'cutted', 'ate', 'green']",positive
2470,2549,1.39e+18,2021-05-04,if y’all wanna discourage trading just tell people that it’s rigged so stay away from the market $spy $qqq $djx $tsla $amzn $nflx $goog $fb,en,[],"['spy', 'qqq', 'djx', 'tsla', 'amzn', 'nflx', 'goog', 'fb']",False,0.0,0.0,0.0,"$NFLX","['y’all', 'wanna', 'discourage', 'trading', 'tell', 'people', 'it’s', 'rigged', 'stay', 'away', 'market', '$spy', '$qqq', '$djx', '$tsla', '$amzn', '$nflx', '$goog', '$fb']",negative
2477,2556,1.39e+18,2021-05-04,"this is my first ever trades sharing tweet.  today i traded $amzn, $nflx, $spy, $tsla, and $aapl. all cleared with some profit, except $aapl (holding it). seems like i missed the boat on $doge.",en,[],"['amzn', 'nflx', 'spy', 'tsla', 'aapl', 'aapl', 'doge']",False,0.0,1.0,1.0,"$NFLX","['first', 'ever', 'trade', 'sharing', 'tweet.', 'today', 'traded', '$amzn,', '$nflx,', '$spy,', '$tsla,', '$aapl.', 'cleared', 'profit,', 'except', '$aapl', '(holding', 'it).', 'seems', 'like', 'missed', 'boat', '$doge.']",positive
2498,2578,1.39e+18,2021-05-04,"$qqq left $pltr right   may 11th, earnings are approaching!  $spy $spx $ndx $qqq $tsla $pltr $aapl $amzn $twtr $fb $msft $nflx $crm $penn $nvda $googl $f $tdoc $gld $luv #btc $btc $nio $msvi $spot $shop $pypl $gm $tm  https://t.co/ehurpwok5b",en,['btc'],"['qqq', 'pltr', 'spy', 'spx', 'ndx', 'qqq', 'tsla', 'pltr', 'aapl', 'amzn', 'twtr', 'fb', 'msft', 'nflx', 'crm', 'penn', 'nvda', 'googl', 'f', 'tdoc', 'gld', 'luv', 'btc', 'nio', 'msvi', 'spot', 'shop', 'pypl', 'gm', 'tm']",False,2.0,1.0,2.0,"$NFLX","['$qqq', 'left', '$pltr', 'right', 'may', '11th,', 'earnings', 'approaching!', '$spy', '$spx', '$ndx', '$qqq', '$tsla', '$pltr', '$aapl', '$amzn', '$twtr', '$fb', '$msft', '$nflx', '$crm', '$penn', '$nvda', '$googl', '$f', '$tdoc', '$gld', '$luv', '#btc', '$btc', '$nio', '$msvi', '$spot', '$shop', '$pypl', '$gm', '$tm', 'https://t.co/ehurpwok5b']",uncertainty
2520,2601,1.39e+18,2021-05-04,"if you could pick two stocks to buy and hold for the next ten years, what would they be? here's mark cuban's picks. mark cuban puts money where mouth is with $1m bets on netflix, amazon and crypto $amzn $spy $nflx  https://t.co/hwxmvax4kw via @benzinga @mcuban",en,[],"['amzn', 'spy', 'nflx']",False,9.0,2.0,0.0,"$NFLX","['could', 'pick', 'two', 'stock', 'buy', 'hold', 'next', 'ten', 'years,', 'would', 'be?', ""here's"", 'mark', ""cuban's"", 'picks.', 'mark', 'cuban', 'put', 'money', 'mouth', '$1m', 'bet', 'netflix,', 'amazon', 'crypto', '$amzn', '$spy', '$nflx', 'https://t.co/hwxmvax4kw', '@benzinga', '@mcuban']",uncertainty
2530,2611,1.39e+18,2021-05-04,"scaling some $nflx here at 501.60 (entry from 499.55). play was an inverse hs, buy zone bounce, bull flag on smaller 1 min time frame, and had nice bullish candle structure on the 5 and 15 min time frame.  stop loss of remaining at breakeven.  #stocks #nflx",en,"['stocks', 'nflx']",['nflx'],False,0.0,0.0,0.0,"$NFLX","['scaling', '$nflx', '501.60', '(entry', '499.55).', 'play', 'inverse', 'hs,', 'buy', 'zone', 'bounce,', 'bull', 'flag', 'smaller', '1', 'min', 'time', 'frame,', 'nice', 'bullish', 'candle', 'structure', '5', '15', 'min', 'time', 'frame.', 'stop', 'loss', 'remaining', 'breakeven.', '#stocks', '#nflx']",positive
2535,2616,1.39e+18,2021-05-04,"ok guys i'm out of here, this is too slow for my time. $tsla $nflx shorts payed the bills today. 💸✌️",en,[],"['tsla', 'nflx']",False,57.0,3.0,3.0,"$NFLX","['ok', 'guy', ""i'm"", 'here,', 'slow', 'time.', '$tsla', '$nflx', 'short', 'payed', 'bill', 'today.', '💸✌️']",negative
2536,2617,1.39e+18,2021-05-04,"over the past decade, $nflx cut  available movies by &gt;40% and increased available shows by ~300%.  https://t.co/ny1ngyogtt",en,[],['nflx'],False,0.0,0.0,0.0,"$NFLX","['past', 'decade,', '$nflx', 'cut', 'available', 'movie', '&gt;40%', 'increased', 'available', 'show', '~300%.', 'https://t.co/ny1ngyogtt']",negative
2537,2618,1.39e+18,2021-05-04,"$amzn $amd $nflx what we are experiencing people is hedge funds taking the market from the 8 day ma to the 200 day ma and right back to the 8 day ma then right down to the 200 day ma, makes you wanna vomit 🤮 the volatility #stockstowatch #stockmarket",en,"['stockstowatch', 'stockmarket']","['amzn', 'amd', 'nflx']",False,1.0,0.0,0.0,"$NFLX","['$amzn', '$amd', '$nflx', 'experiencing', 'people', 'hedge', 'fund', 'taking', 'market', '8', 'day', '200', 'day', 'right', 'back', '8', 'day', 'right', '200', 'day', 'ma,', 'make', 'wanna', 'vomit', '🤮', 'volatility', '#stockstowatch', '#stockmarket']",negative
2538,2619,1.39e+18,2021-05-04,$nflx could drop even further if it can’t reclaim 500. even further below under 497. wouldn’t surprise me if we see a gap down tomorrow.,en,[],['nflx'],False,2.0,0.0,1.0,"$NFLX","['$nflx', 'could', 'drop', 'even', 'can’t', 'reclaim', '500.', 'even', '497.', 'wouldn’t', 'surprise', 'see', 'gap', 'tomorrow.']",uncertainty
2540,2621,1.39e+18,2021-05-04,"💎  https://t.co/qrwhy8of4u  💎@pacvgroup $pacv 💥  💎""we are very pleased with our march results, which are nearing our highest monthly revenue record of $3.0 million achieved in may 2020.   https://t.co/grqcrleuvs  @jctb1  $twtr $iq $roku $fb $nflx $goog $gild $ath $mark $nak $fb  https://t.co/ewsdeawwio",en,[],"['pacv', 'twtr', 'iq', 'roku', 'fb', 'nflx', 'goog', 'gild', 'ath', 'mark', 'nak', 'fb']",False,0.0,0.0,0.0,"$NFLX","['💎', 'https://t.co/qrwhy8of4u', '💎@pacvgroup', '$pacv', '💥', '💎""we', 'pleased', 'march', 'results,', 'nearing', 'highest', 'monthly', 'revenue', 'record', '$3.0', 'million', 'achieved', 'may', '2020.', 'https://t.co/grqcrleuvs', '@jctb1', '$twtr', '$iq', '$roku', '$fb', '$nflx', '$goog', '$gild', '$ath', '$mark', '$nak', '$fb', 'https://t.co/ewsdeawwio']",positive
2550,2631,1.39e+18,2021-05-04,1000% almost half a mile here. you in our discord? we've been on fire!!   $aapl $amzn $fb $nflx $baba $bidu $baba $twtr $pins $tlry $hexo $acb $fdx $dkng $cat $ddd $lrcx $nvda $amd  https://t.co/et3nbo3vtl,en,[],"['aapl', 'amzn', 'fb', 'nflx', 'baba', 'bidu', 'baba', 'twtr', 'pins', 'tlry', 'hexo', 'acb', 'fdx', 'dkng', 'cat', 'ddd', 'lrcx', 'nvda', 'amd']",False,0.0,0.0,0.0,"$NFLX","['1000%', 'almost', 'half', 'mile', 'here.', 'discord?', ""we've"", 'fire!!', '$aapl', '$amzn', '$fb', '$nflx', '$baba', '$bidu', '$baba', '$twtr', '$pins', '$tlry', '$hexo', '$acb', '$fdx', '$dkng', '$cat', '$ddd', '$lrcx', '$nvda', '$amd', 'https://t.co/et3nbo3vtl']",uncertainty
2554,2635,1.39e+18,2021-05-04,big tech is getting crushed. this is not a big surprise considering our earlier discussion about the poor reactions to good earnings. some are diving to key potential support levels.  $aapl $googl $fb $amzn $nflx $msft,en,[],"['aapl', 'googl', 'fb', 'amzn', 'nflx', 'msft']",False,7.0,0.0,1.0,"$NFLX","['big', 'tech', 'getting', 'crushed.', 'big', 'surprise', 'considering', 'earlier', 'discussion', 'poor', 'reaction', 'good', 'earnings.', 'diving', 'key', 'potential', 'support', 'levels.', '$aapl', '$googl', '$fb', '$amzn', '$nflx', '$msft']",positive
2567,2649,1.39e+18,2021-05-04,"mid-day post-earnings (reported within the past two weeks) breakdown below 20-day price channel with greatest % below the opening 30-min low &amp; trading range &lt; 20% (min $5 &amp; vol 750k, option min vol 500 in any strike): $ccxi $snap $nee $nflx $abt  https://t.co/umdnycjuuq",en,[],"['ccxi', 'snap', 'nee', 'nflx', 'abt']",False,0.0,0.0,0.0,"$NFLX","['mid-day', 'post-earnings', '(reported', 'within', 'past', 'two', 'weeks)', 'breakdown', '20-day', 'price', 'channel', 'greatest', 'opening', '30-min', 'low', '&amp;', 'trading', 'range', '&lt;', '20%', '(min', '$5', '&amp;', 'vol', '750k,', 'option', 'min', 'vol', '500', 'strike):', '$ccxi', '$snap', '$nee', '$nflx', '$abt', 'https://t.co/umdnycjuuq']",positive
2569,2651,1.39e+18,2021-05-04,re: the $iwm smallcaps the day after jp-tv #fomc opens as either a screaming buy or a screaming sell.  the poll opened +65% voting screaming buy. now its 50/50 so im updating the chart.  twas a screaming sell down -4%  $rut $rty $nflx $amzn $djia $ym $ndx $qqq $spy $spx $aapl $fb  https://t.co/zballb0wum,en,['fomc'],"['iwm', 'rut', 'rty', 'nflx', 'amzn', 'djia', 'ym', 'ndx', 'qqq', 'spy', 'spx', 'aapl', 'fb']",False,1.0,0.0,0.0,"$NFLX","['re:', '$iwm', 'smallcaps', 'day', 'jp-tv', '#fomc', 'open', 'either', 'screaming', 'buy', 'screaming', 'sell.', 'poll', 'opened', '+65%', 'voting', 'screaming', 'buy.', '50/50', 'im', 'updating', 'chart.', 'twas', 'screaming', 'sell', '-4%', '$rut', '$rty', '$nflx', '$amzn', '$djia', '$ym', '$ndx', '$qqq', '$spy', '$spx', '$aapl', '$fb', 'https://t.co/zballb0wum']",positive
2576,2658,1.39e+18,2021-05-04,maybe its the year of 420? $nflx  https://t.co/dtzwpbbt0o,en,[],['nflx'],False,1.0,0.0,0.0,"$NFLX","['maybe', 'year', '420?', '$nflx', 'https://t.co/dtzwpbbt0o']",uncertainty
2577,2659,1.39e+18,2021-05-04,"$nflx $460.00 may 07 2021 put ⬇️🌊 underlying: $498.54 % difference: 8.38% daily $ volume: $98,266 volume: 2,259 oi: 409 iv: 47.77% bid/ask: $0.39/$0.48",en,[],['nflx'],False,0.0,0.0,0.0,"$NFLX","['$nflx', '$460.00', 'may', '07', '2021', 'put', '⬇️🌊', 'underlying:', '$498.54', 'difference:', '8.38%', 'daily', 'volume:', '$98,266', 'volume:', '2,259', 'oi:', '409', 'iv:', '47.77%', 'bid/ask:', '$0.39/$0.48']",uncertainty
2580,2662,1.39e+18,2021-05-04,$cocp shorts stop loss already at $3.50 i bet imho lol #shortsqueeze #exposure #risk #lowfloat #blowup $tsla $amzn $nflx $goog,en,"['shortsqueeze', 'exposure', 'risk', 'lowfloat', 'blowup']","['cocp', 'tsla', 'amzn', 'nflx', 'goog']",False,0.0,0.0,0.0,"$NFLX","['$cocp', 'short', 'stop', 'loss', 'already', '$3.50', 'bet', 'imho', 'lol', '#shortsqueeze', '#exposure', '#risk', '#lowfloat', '#blowup', '$tsla', '$amzn', '$nflx', '$goog']",negative
2581,2663,1.39e+18,2021-05-04,today is may 04 tuesday  $nflx low is $496.79 currently $499.35 🤔,en,[],['nflx'],False,1.0,1.0,0.0,"$NFLX","['today', 'may', '04', 'tuesday', '$nflx', 'low', '$496.79', 'currently', '$499.35', '🤔']",uncertainty
2582,2664,1.39e+18,2021-05-04,1000% almost half a mile here. you in our discord? we've been on fire!!   $aapl $amzn $fb $nflx $baba $bidu $baba $twtr $pins $tlry $hexo $acb $fdx $dkng $ddd $lrcx $nvda $amd  https://t.co/25hlopdudl,en,[],"['aapl', 'amzn', 'fb', 'nflx', 'baba', 'bidu', 'baba', 'twtr', 'pins', 'tlry', 'hexo', 'acb', 'fdx', 'dkng', 'ddd', 'lrcx', 'nvda', 'amd']",False,0.0,0.0,0.0,"$NFLX","['1000%', 'almost', 'half', 'mile', 'here.', 'discord?', ""we've"", 'fire!!', '$aapl', '$amzn', '$fb', '$nflx', '$baba', '$bidu', '$baba', '$twtr', '$pins', '$tlry', '$hexo', '$acb', '$fdx', '$dkng', '$ddd', '$lrcx', '$nvda', '$amd', 'https://t.co/25hlopdudl']",uncertainty
2583,2665,1.39e+18,2021-05-04,mega cap tech is not expensive‼️  here’s where i peg “fair value”...which is what i think i’d have to get to hit my 10% required rate of return:  $baba - dirt cheap $fb - really cheap $googl - pretty cheap $amzn - fair price $msft $aapl $nflx  $pypl - slightly overvalued  https://t.co/ydsq9h6rko,en,[],"['baba', 'fb', 'googl', 'amzn', 'msft', 'aapl', 'nflx', 'pypl']",False,27.0,5.0,4.0,"$NFLX","['mega', 'cap', 'tech', 'expensive‼️', 'here’s', 'peg', '“fair', 'value”...which', 'think', 'i’d', 'get', 'hit', '10%', 'required', 'rate', 'return:', '$baba', 'dirt', 'cheap', '$fb', 'really', 'cheap', '$googl', 'pretty', 'cheap', '$amzn', 'fair', 'price', '$msft', '$aapl', '$nflx', '$pypl', 'slightly', 'overvalued', 'https://t.co/ydsq9h6rko']",negative
2585,2667,1.39e+18,2021-05-04,$faang $nflx - failed to recover its wkly dotted-grey...  https://t.co/vodihx06fs,en,[],"['faang', 'nflx']",False,4.0,0.0,0.0,"$NFLX","['$faang', '$nflx', 'failed', 'recover', 'wkly', 'dotted-grey...', 'https://t.co/vodihx06fs']",negative
2598,2681,1.39e+18,2021-05-04,wondering if this is just last leg of a flat or hoping just up from here and i have no more worries 🤔 $nflx to 750,en,[],['nflx'],False,0.0,0.0,0.0,"$NFLX","['wondering', 'last', 'leg', 'flat', 'hoping', 'worry', '🤔', '$nflx', '750']",negative
2603,2686,1.39e+18,2021-05-04,may week 1 playlist updated 5/4  $lmt $aapl $swks $dash $wynn $amd $iwm $shop $vlo $cboe $wmt $cvx $crwd $msft $spy $de $nflx $docu $adbe $nvda  https://t.co/m97jfkzi38,en,[],"['lmt', 'aapl', 'swks', 'dash', 'wynn', 'amd', 'iwm', 'shop', 'vlo', 'cboe', 'wmt', 'cvx', 'crwd', 'msft', 'spy', 'de', 'nflx', 'docu', 'adbe', 'nvda']",False,6.0,1.0,0.0,"$NFLX","['may', 'week', '1', 'playlist', 'updated', '5/4', '$lmt', '$aapl', '$swks', '$dash', '$wynn', '$amd', '$iwm', '$shop', '$vlo', '$cboe', '$wmt', '$cvx', '$crwd', '$msft', '$spy', '$de', '$nflx', '$docu', '$adbe', '$nvda', 'https://t.co/m97jfkzi38']",uncertainty
2605,2688,1.39e+18,2021-05-04,$nflx bear flag break down under yesterdays lows. this is what i saw in this short play  https://t.co/9pnlp1ycwi,en,[],['nflx'],False,35.0,3.0,2.0,"$NFLX","['$nflx', 'bear', 'flag', 'break', 'yesterday', 'lows.', 'saw', 'short', 'play', 'https://t.co/9pnlp1ycwi']",negative
2606,2689,1.39e+18,2021-05-04,missed this one . grrrr . 497 on deck $nflx,en,[],['nflx'],False,3.0,1.0,0.0,"$NFLX","['missed', 'one', 'grrrr', '497', 'deck', '$nflx']",negative
2609,2692,1.39e+18,2021-05-04,"back in from a refreshing mountain run, only to hear whisperings of:  1 - tax increases for the few productive people left in america  2 - possible need to raise rates  let's see how this ages going forward!!!  #breaking #newa #assclowns   $spy $qqq $aapl $nflx $amzn $tsla $fb  https://t.co/uzyi1rwdta",en,"['breaking', 'newa', 'assclowns']","['spy', 'qqq', 'aapl', 'nflx', 'amzn', 'tsla', 'fb']",False,0.0,0.0,1.0,"$NFLX","['back', 'refreshing', 'mountain', 'run,', 'hear', 'whispering', 'of:', '1', 'tax', 'increase', 'productive', 'people', 'left', 'america', '2', 'possible', 'need', 'raise', 'rate', ""let's"", 'see', 'age', 'going', 'forward!!!', '#breaking', '#newa', '#assclowns', '$spy', '$qqq', '$aapl', '$nflx', '$amzn', '$tsla', '$fb', 'https://t.co/uzyi1rwdta']",uncertainty
2612,2695,1.39e+18,2021-05-04,@evenstevenmoney @robinhoodsnacks @nickofnewyork definitely $nflx. probably also $zm,en,[],"['nflx', 'zm']",False,2.0,1.0,0.0,"$NFLX","['@evenstevenmoney', '@robinhoodsnacks', '@nickofnewyork', 'definitely', '$nflx.', 'probably', 'also', '$zm']",uncertainty
2613,2696,1.39e+18,2021-05-04,"$nflx breaking support - ultimate $500, 200 now resistance. if we can't reclaim and close above $500, then lower we go.  https://t.co/kjqqvqobwa",en,[],['nflx'],False,0.0,0.0,0.0,"$NFLX","['$nflx', 'breaking', 'support', 'ultimate', '$500,', '200', 'resistance.', ""can't"", 'reclaim', 'close', '$500,', 'lower', 'go.', 'https://t.co/kjqqvqobwa']",negative
2616,2699,1.39e+18,2021-05-04,"$nflx daily and weekly charts with a breakdown setup below 500 now, with target towards 470 to start. 510ish risk guide.",en,[],['nflx'],False,0.0,0.0,0.0,"$NFLX","['$nflx', 'daily', 'weekly', 'chart', 'breakdown', 'setup', '500', 'now,', 'target', 'towards', '470', 'start.', '510ish', 'risk', 'guide.']",negative
2619,2702,1.39e+18,2021-05-04,"$nflx testing 500 support level on trend line, if breaks then we can see next support 486 @trendspider  https://t.co/ghnjc2arqt",en,[],['nflx'],False,0.0,0.0,0.0,"$NFLX","['$nflx', 'testing', '500', 'support', 'level', 'trend', 'line,', 'break', 'see', 'next', 'support', '486', '@trendspider', 'https://t.co/ghnjc2arqt']",negative
2621,2704,1.39e+18,2021-05-04,"$nq warned about this for several days now. many tech names pulling back. let's see how $nq react to 50ma. 13330 next stop for $nq. again, best to stay on sidelines until clear reversal. many names already below 50ma. $amzn $aapl $googl $fb $tsla $nflx",en,[],"['nq', 'nq', 'nq', 'amzn', 'aapl', 'googl', 'fb', 'tsla', 'nflx']",False,0.0,0.0,0.0,"$NFLX","['$nq', 'warned', 'several', 'day', 'now.', 'many', 'tech', 'name', 'pulling', 'back.', ""let's"", 'see', '$nq', 'react', '50ma.', '13330', 'next', 'stop', '$nq.', 'again,', 'best', 'stay', 'sideline', 'clear', 'reversal.', 'many', 'name', 'already', '50ma.', '$amzn', '$aapl', '$googl', '$fb', '$tsla', '$nflx']",negative
2623,2706,1.39e+18,2021-05-04,growth stock destruction update (5/4)  $nkla $hyln $qs $fubo $ai $gme $plug $viac $fsly $spce $pltr $amc $u $snow $disca $zm $dash $tdoc $bidu $bynd $pton $stne $ttd $chwy $tsla $docu $shop $arkk $se $sq $baba $crm $pypl $twt $nvda $abnb $amd $nflx $fb $aapl $amzn $spy $qqq $coin  https://t.co/jq8zd5lxy0,en,[],"['nkla', 'hyln', 'qs', 'fubo', 'ai', 'gme', 'plug', 'viac', 'fsly', 'spce', 'pltr', 'amc', 'u', 'snow', 'disca', 'zm', 'dash', 'tdoc', 'bidu', 'bynd', 'pton', 'stne', 'ttd', 'chwy', 'tsla', 'docu', 'shop', 'arkk', 'se', 'sq', 'baba', 'crm', 'pypl', 'twt', 'nvda', 'abnb', 'amd', 'nflx', 'fb', 'aapl', 'amzn', 'spy', 'qqq', 'coin']",False,2.0,0.0,0.0,"$NFLX","['growth', 'stock', 'destruction', 'update', '(5/4)', '$nkla', '$hyln', '$qs', '$fubo', '$ai', '$gme', '$plug', '$viac', '$fsly', '$spce', '$pltr', '$amc', '$u', '$snow', '$disca', '$zm', '$dash', '$tdoc', '$bidu', '$bynd', '$pton', '$stne', '$ttd', '$chwy', '$tsla', '$docu', '$shop', '$arkk', '$se', '$sq', '$baba', '$crm', '$pypl', '$twt', '$nvda', '$abnb', '$amd', '$nflx', '$fb', '$aapl', '$amzn', '$spy', '$qqq', '$coin', 'https://t.co/jq8zd5lxy0']",negative
2629,2712,1.39e+18,2021-05-04,$nflx rangeception. no need to throw too much risk while this works downside under the 200ema/oct trendline  https://t.co/fewuywpgfq,en,[],['nflx'],False,0.0,0.0,0.0,"$NFLX","['$nflx', 'rangeception.', 'need', 'throw', 'much', 'risk', 'work', 'downside', '200ema/oct', 'trendline', 'https://t.co/fewuywpgfq']",uncertainty
